transaction_id,product_id,gender,generation,promo_item_yn,product_group,line_item_amount,period,price_evalution
289,65,M,Senior,"N",Add-ons,0.8,Morning,Cheap
289,2,M,Senior,"N",Whole Bean/Teas,18.0,Morning,Expensive
291,39,M,Middle aged,"N",Beverages,4.25,Evening,Average
291,84,M,Middle aged,"N",Add-ons,0.8,Evening,Cheap
291,75,M,Middle aged,"N",Food,3.5,Evening,Cheap
293,27,N,Young,"N",Beverages,3.5,Evening,Cheap
298,27,N,Young,"N",Beverages,3.5,Evening,Cheap
299,56,N,Middle aged,"N",Beverages,5.1,Evening,Average
300,25,N,Middle aged,"N",Beverages,4.4,Morning,Average
302,51,N,Young,"N",Beverages,3.0,Evening,Cheap
303,54,F,Young,"N",Beverages,5.0,Evening,Average
306,40,F,Senior,"N",Beverages,7.5,Evening,Average
306,64,F,Senior,"N",Add-ons,1.6,Evening,Cheap
306,69,F,Senior,"N",Food,3.25,Evening,Cheap
306,15,F,Senior,"N",Whole Bean/Teas,9.25,Evening,Expensive
310,69,F,Senior,"N",Food,3.25,Evening,Cheap
311,39,N,Young,"N",Beverages,8.5,Evening,Expensive
313,59,M,Senior,"N",Beverages,4.5,Evening,Average
314,25,F,Middle aged,"N",Beverages,2.2,Evening,Cheap
315,31,N,Middle aged,"N",Beverages,4.4,Evening,Average
316,44,N,Middle aged,"N",Beverages,2.5,Evening,Cheap
317,35,M,Senior,"N",Beverages,6.2,Evening,Average
317,78,M,Senior,"N",Food,4.5,Evening,Average
317,21,M,Senior,"N",Whole Bean/Teas,13.33,Evening,Expensive
321,25,N,Young,"N",Beverages,2.2,Evening,Cheap
323,35,F,Senior,"N",Beverages,3.1,Evening,Cheap
325,37,F,Middle aged,"N",Beverages,6.0,Evening,Average
326,25,F,Young,"N",Beverages,4.4,Morning,Average
326,79,F,Young,"N",Food,3.75,Morning,Cheap
330,52,F,Senior,"N",Beverages,5.0,Evening,Average
331,65,N,Young,"N",Add-ons,2.4,Evening,Cheap
332,40,F,Senior,"N",Beverages,7.5,Evening,Average
332,64,F,Senior,"N",Add-ons,2.4,Evening,Cheap
333,42,F,Middle aged,"N",Beverages,2.5,Morning,Cheap
335,51,F,Middle aged,"N",Beverages,6.0,Evening,Average
336,51,F,Senior,"N",Beverages,3.0,Evening,Cheap
336,76,F,Senior,"N",Food,3.5,Evening,Cheap
337,64,N,Young,"N",Add-ons,1.6,Evening,Cheap
337,72,N,Young,"N",Food,3.25,Evening,Cheap
340,53,M,Senior,"N",Beverages,3.0,Evening,Cheap
342,36,F,Senior,"N",Beverages,7.5,Evening,Average
343,29,F,Senior,"N",Beverages,5.0,Evening,Average
347,53,F,Senior,"N",Beverages,3.0,Evening,Cheap
348,23,F,Middle aged,"N",Beverages,5.0,Evening,Average
352,23,F,Middle aged,"N",Beverages,5.0,Evening,Average
353,49,M,Senior,"N",Beverages,6.0,Evening,Average
354,27,N,Middle aged,"N",Beverages,3.5,Evening,Cheap
356,61,M,Middle aged,"N",Beverages,4.75,Evening,Average
359,50,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
359,73,F,Middle aged,"N",Food,3.75,Evening,Cheap
359,8,F,Middle aged,"N",Whole Bean/Teas,45.0,Evening,Expensive
360,54,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
362,36,F,Middle aged,"N",Beverages,7.5,Evening,Average
363,74,N,Middle aged,"N",Food,3.5,Evening,Cheap
364,31,M,Senior,"N",Beverages,4.4,Evening,Average
370,27,M,Middle aged,"N",Beverages,7.0,Evening,Average
373,36,F,Young,"N",Beverages,7.5,Evening,Average
374,24,F,Young,"N",Beverages,6.0,Evening,Average
377,65,N,Young,"N",Add-ons,1.6,Evening,Cheap
377,69,N,Young,"N",Food,3.25,Evening,Cheap
378,53,F,Senior,"N",Beverages,3.0,Evening,Cheap
378,72,F,Senior,"N",Food,3.25,Evening,Cheap
379,48,N,Middle aged,"N",Beverages,5.0,Evening,Average
382,69,N,Middle aged,"N",Food,3.25,Morning,Cheap
383,63,M,Senior,"N",Add-ons,1.6,Evening,Cheap
385,47,N,Middle aged,"N",Beverages,3.0,Evening,Cheap
385,78,N,Middle aged,"N",Food,4.5,Evening,Average
386,53,F,Senior,"N",Beverages,3.0,Evening,Cheap
393,32,N,Young,"N",Beverages,6.0,Evening,Average
394,59,M,Middle aged,"N",Beverages,4.5,Evening,Average
394,77,M,Middle aged,"N",Food,3.0,Evening,Cheap
399,49,M,Senior,"N",Beverages,3.0,Evening,Cheap
400,49,M,Senior,"N",Beverages,3.0,Evening,Cheap
402,22,F,Senior,"N",Beverages,2.0,Evening,Cheap
403,44,N,Middle aged,"N",Beverages,5.0,Evening,Average
405,49,N,Young,"N",Beverages,6.0,Evening,Average
405,76,N,Young,"N",Food,3.5,Evening,Cheap
407,30,M,Young,"N",Beverages,6.0,Evening,Average
407,75,M,Young,"N",Food,3.5,Evening,Cheap
410,54,M,Middle aged,"N",Beverages,2.5,Morning,Cheap
411,45,F,Middle aged,"N",Beverages,6.0,Evening,Average
414,29,M,Middle aged,"N",Beverages,2.5,Evening,Cheap
414,70,M,Middle aged,"N",Food,3.25,Evening,Cheap
415,41,M,Middle aged,"N",Beverages,8.5,Evening,Expensive
416,44,F,Young,"N",Beverages,2.5,Evening,Cheap
419,75,M,Senior,"N",Food,3.5,Evening,Cheap
421,29,F,Middle aged,"N",Beverages,5.0,Evening,Average
423,35,F,Middle aged,"N",Beverages,6.2,Evening,Average
424,79,F,Senior,"N",Food,3.75,Evening,Cheap
425,28,F,Middle aged,"N",Beverages,2.0,Evening,Cheap
426,26,F,Young,"N",Beverages,3.0,Evening,Cheap
426,75,F,Young,"N",Food,3.5,Evening,Cheap
430,60,F,Young,"N",Beverages,3.75,Evening,Cheap
432,34,M,Middle aged,"N",Beverages,2.45,Evening,Cheap
436,24,M,Middle aged,"N",Beverages,3.0,Evening,Cheap
438,27,M,Senior,"N",Beverages,7.0,Evening,Average
442,57,N,Middle aged,"N",Beverages,3.1,Evening,Cheap
442,16,N,Middle aged,"N",Whole Bean/Teas,8.95,Evening,Expensive
2,35,M,Middle aged,"N",Beverages,6.2,Morning,Average
3,1,N,Young,"N",Whole Bean/Teas,18.0,Morning,Expensive
4,38,F,Middle aged,"N",Beverages,3.75,Morning,Cheap
4,63,F,Middle aged,"N",Add-ons,0.8,Morning,Cheap
5,29,F,Middle aged,"N",Beverages,2.5,Morning,Cheap
5,83,F,Middle aged,"N",Merchandise,14.0,Morning,Expensive
7,70,N,Middle aged,"N",Food,3.25,Morning,Cheap
10,44,F,Senior,"N",Beverages,2.5,Morning,Cheap
12,58,F,Middle aged,"N",Beverages,3.5,Morning,Cheap
13,47,M,Senior,"N",Beverages,6.0,Morning,Average
14,39,F,Young,"N",Beverages,4.25,Morning,Average
17,43,N,Young,"N",Beverages,3.0,Morning,Cheap
21,22,F,Young,"N",Beverages,2.0,Morning,Cheap
23,61,F,Middle aged,"N",Beverages,4.75,Morning,Average
25,38,M,Senior,"N",Beverages,3.75,Morning,Cheap
25,72,M,Senior,"N",Food,3.25,Morning,Cheap
29,23,F,Senior,"N",Beverages,2.5,Morning,Cheap
30,57,M,Senior,"N",Beverages,6.2,Morning,Average
31,78,F,Senior,"N",Food,4.5,Morning,Average
32,38,M,Young,"N",Beverages,3.75,Morning,Cheap
32,63,M,Young,"N",Add-ons,0.8,Morning,Cheap
34,33,F,Middle aged,"N",Beverages,7.0,Morning,Average
35,48,F,Middle aged,"N",Beverages,5.0,Morning,Average
38,25,M,Senior,"N",Beverages,4.4,Morning,Average
39,70,M,Senior,"N",Food,3.25,Morning,Cheap
41,10,N,Young,"N",Whole Bean/Teas,10.0,Morning,Expensive
42,48,M,Senior,"N",Beverages,5.0,Morning,Average
43,38,M,Young,"N",Beverages,7.5,Morning,Average
43,65,M,Young,"N",Add-ons,1.6,Morning,Cheap
45,49,M,Young,"N",Beverages,6.0,Morning,Average
45,72,M,Young,"N",Food,3.25,Morning,Cheap
46,61,M,Senior,"N",Beverages,4.75,Morning,Average
46,71,M,Senior,"N",Food,3.75,Morning,Cheap
50,25,F,Senior,"N",Beverages,2.2,Morning,Cheap
51,71,M,Young,"N",Food,3.75,Morning,Cheap
52,47,F,Middle aged,"N",Beverages,6.0,Morning,Average
52,81,F,Middle aged,"N",Merchandise,28.0,Morning,Expensive
53,44,M,Middle aged,"N",Beverages,2.5,Morning,Cheap
53,73,M,Middle aged,"N",Food,3.75,Morning,Cheap
55,61,F,Young,"N",Beverages,9.5,Morning,Expensive
56,61,M,Senior,"N",Beverages,4.75,Morning,Average
60,46,F,Young,"N",Beverages,2.5,Morning,Cheap
60,69,F,Young,"N",Food,3.25,Morning,Cheap
61,24,M,Senior,"N",Beverages,3.0,Morning,Cheap
64,41,F,Young,"N",Beverages,4.25,Morning,Average
64,63,F,Young,"N",Add-ons,1.6,Morning,Cheap
65,29,F,Senior,"N",Beverages,5.0,Morning,Average
65,78,F,Senior,"N",Food,4.5,Morning,Average
66,43,M,Senior,"N",Beverages,3.0,Morning,Cheap
69,14,F,Senior,"N",Whole Bean/Teas,8.95,Morning,Expensive
74,63,M,Middle aged,"N",Add-ons,0.8,Morning,Cheap
75,40,N,Young,"N",Beverages,7.5,Morning,Average
78,28,F,Senior,"N",Beverages,2.0,Morning,Cheap
79,48,N,Young,"N",Beverages,5.0,Morning,Average
80,41,M,Senior,"N",Beverages,4.25,Morning,Average
80,63,M,Senior,"N",Add-ons,1.6,Morning,Cheap
80,73,M,Senior,"N",Food,3.75,Morning,Cheap
83,53,M,Young,"N",Beverages,6.0,Morning,Average
84,41,M,Senior,"N",Beverages,4.25,Morning,Average
84,63,M,Senior,"N",Add-ons,1.6,Morning,Cheap
84,21,M,Senior,"N",Whole Bean/Teas,13.33,Morning,Expensive
86,53,F,Senior,"N",Beverages,3.0,Morning,Cheap
88,43,N,Young,"N",Beverages,3.0,Morning,Cheap
90,35,M,Middle aged,"N",Beverages,6.2,Morning,Average
90,83,M,Middle aged,"N",Merchandise,14.0,Morning,Expensive
92,27,F,Senior,"N",Beverages,7.0,Morning,Average
93,25,M,Middle aged,"N",Beverages,2.2,Morning,Cheap
94,54,F,Senior,"N",Beverages,2.5,Morning,Cheap
94,69,F,Senior,"N",Food,3.25,Morning,Cheap
96,40,F,Senior,"N",Beverages,7.5,Morning,Average
96,84,F,Senior,"N",Add-ons,1.6,Morning,Cheap
96,73,F,Senior,"N",Food,3.75,Morning,Cheap
97,64,N,Young,"N",Add-ons,0.8,Morning,Cheap
97,72,N,Young,"N",Food,3.25,Morning,Cheap
99,69,M,Senior,"N",Food,3.25,Morning,Cheap
99,17,M,Senior,"N",Whole Bean/Teas,9.5,Morning,Expensive
100,30,M,Senior,"N",Beverages,6.0,Morning,Average
101,33,F,Senior,"N",Beverages,3.5,Morning,Cheap
102,56,F,Senior,"N",Beverages,5.1,Morning,Average
103,46,M,Senior,"N",Beverages,5.0,Morning,Average
108,58,N,Young,"N",Beverages,7.0,Morning,Average
110,56,N,Young,"N",Beverages,2.55,Morning,Cheap
111,24,M,Middle aged,"N",Beverages,6.0,Morning,Average
112,69,F,Senior,"N",Food,3.25,Morning,Cheap
113,23,M,Young,"N",Beverages,5.0,Morning,Average
114,31,F,Young,"N",Beverages,2.2,Morning,Cheap
114,74,F,Young,"N",Food,3.5,Morning,Cheap
114,7,F,Young,"N",Whole Bean/Teas,19.75,Morning,Expensive
117,84,M,Senior,"N",Add-ons,1.6,Morning,Cheap
119,76,F,Middle aged,"N",Food,3.5,Morning,Cheap
119,20,F,Middle aged,"N",Whole Bean/Teas,7.6,Morning,Average
125,49,F,Middle aged,"N",Beverages,3.0,Morning,Cheap
126,34,F,Young,"N",Beverages,2.45,Morning,Cheap
131,58,N,Young,"N",Beverages,3.5,Morning,Cheap
133,56,M,Senior,"N",Beverages,5.1,Morning,Average
135,19,N,Young,"N",Whole Bean/Teas,6.4,Morning,Average
136,70,M,Senior,"N",Food,3.25,Morning,Cheap
137,58,F,Senior,"N",Beverages,3.5,Morning,Cheap
137,78,F,Senior,"N",Food,4.5,Morning,Average
138,27,F,Young,"N",Beverages,3.5,Morning,Cheap
138,78,F,Young,"N",Food,4.5,Morning,Average
140,22,M,Senior,"N",Beverages,2.0,Morning,Cheap
144,61,M,Middle aged,"N",Beverages,4.75,Morning,Average
146,29,F,Young,"N",Beverages,2.5,Morning,Cheap
146,69,F,Young,"N",Food,3.25,Morning,Cheap
152,38,N,Young,"N",Beverages,3.75,Morning,Cheap
152,84,N,Young,"N",Add-ons,1.6,Morning,Cheap
153,22,M,Senior,"N",Beverages,2.0,Morning,Cheap
156,38,M,Senior,"N",Beverages,7.5,Morning,Average
156,63,M,Senior,"N",Add-ons,1.6,Morning,Cheap
158,24,M,Middle aged,"N",Beverages,6.0,Morning,Average
159,28,N,Young,"N",Beverages,4.0,Morning,Cheap
159,70,N,Young,"N",Food,3.25,Morning,Cheap
160,38,N,Young,"N",Beverages,3.75,Morning,Cheap
160,84,N,Young,"N",Add-ons,0.8,Morning,Cheap
163,55,F,Senior,"N",Beverages,4.0,Morning,Cheap
164,34,F,Middle aged,"N",Beverages,4.9,Morning,Average
166,69,M,Middle aged,"N",Food,3.25,Morning,Cheap
167,45,M,Senior,"N",Beverages,3.0,Morning,Cheap
169,27,F,Young,"N",Beverages,7.0,Morning,Average
170,38,F,Middle aged,"N",Beverages,3.75,Morning,Cheap
170,69,F,Middle aged,"N",Food,3.25,Morning,Cheap
171,49,M,Senior,"N",Beverages,3.0,Morning,Cheap
172,57,F,Senior,"N",Beverages,3.1,Morning,Cheap
174,50,F,Middle aged,"N",Beverages,2.5,Morning,Cheap
175,31,M,Middle aged,"N",Beverages,4.4,Morning,Average
175,70,M,Middle aged,"N",Food,3.25,Morning,Cheap
176,40,F,Senior,"N",Beverages,7.5,Morning,Average
179,61,M,Middle aged,"N",Beverages,4.75,Morning,Average
184,61,N,Young,"N",Beverages,4.75,Morning,Average
185,38,F,Middle aged,"N",Beverages,3.75,Morning,Cheap
185,81,F,Middle aged,"N",Merchandise,28.0,Morning,Expensive
186,63,M,Middle aged,"N",Add-ons,1.6,Morning,Cheap
187,29,N,Young,"N",Beverages,2.5,Morning,Cheap
189,49,F,Middle aged,"N",Beverages,6.0,Morning,Average
194,70,N,Young,"N",Food,3.25,Morning,Cheap
196,50,F,Young,"N",Beverages,2.5,Morning,Cheap
198,82,N,Young,"N",Merchandise,12.0,Morning,Expensive
199,77,M,Middle aged,"N",Food,3.0,Morning,Cheap
201,56,F,Middle aged,"N",Beverages,5.1,Morning,Average
201,20,F,Middle aged,"N",Whole Bean/Teas,7.6,Morning,Average
214,27,N,Young,"N",Beverages,3.5,Morning,Cheap
217,38,F,Middle aged,"N",Beverages,7.5,Morning,Average
219,25,F,Young,"N",Beverages,4.4,Morning,Average
220,34,M,Senior,"N",Beverages,4.9,Morning,Average
222,37,M,Middle aged,"N",Beverages,3.0,Morning,Cheap
222,64,M,Middle aged,"N",Add-ons,0.8,Morning,Cheap
223,27,F,Middle aged,"N",Beverages,7.0,Morning,Average
227,24,F,Senior,"N",Beverages,3.0,Morning,Cheap
227,79,F,Senior,"N",Food,3.75,Morning,Cheap
230,40,M,Middle aged,"N",Beverages,3.75,Morning,Cheap
235,43,N,Young,"N",Beverages,3.0,Morning,Cheap
237,41,M,Middle aged,"N",Beverages,4.25,Morning,Average
241,29,M,Middle aged,"N",Beverages,2.5,Morning,Cheap
243,27,F,Middle aged,"N",Beverages,3.5,Morning,Cheap
248,43,N,Young,"N",Beverages,6.0,Morning,Average
249,30,F,Middle aged,"N",Beverages,3.0,Morning,Cheap
249,77,F,Middle aged,"N",Food,3.0,Morning,Cheap
252,52,M,Senior,"N",Beverages,2.5,Morning,Cheap
253,69,F,Young,"N",Food,3.25,Morning,Cheap
255,32,F,Senior,"N",Beverages,3.0,Morning,Cheap
256,34,F,Young,"N",Beverages,4.9,Morning,Average
258,46,M,Middle aged,"N",Beverages,2.5,Morning,Cheap
261,39,F,Middle aged,"N",Beverages,4.25,Morning,Average
263,55,M,Middle aged,"N",Beverages,8.0,Morning,Average
265,24,M,Senior,"N",Beverages,3.0,Morning,Cheap
268,54,F,Senior,"N",Beverages,2.5,Morning,Cheap
268,71,F,Senior,"N",Food,3.75,Morning,Cheap
270,54,M,Middle aged,"N",Beverages,5.0,Morning,Average
271,48,N,Young,"N",Beverages,5.0,Morning,Average
271,70,N,Young,"N",Food,3.25,Morning,Cheap
274,41,N,Young,"N",Beverages,4.25,Morning,Average
274,65,N,Young,"N",Add-ons,1.6,Morning,Cheap
275,27,N,Young,"N",Beverages,3.5,Morning,Cheap
276,33,F,Middle aged,"N",Beverages,7.0,Morning,Average
278,35,N,Young,"N",Beverages,3.1,Morning,Cheap
281,46,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
284,45,F,Middle aged,"N",Beverages,6.0,Evening,Average
285,49,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
285,77,F,Middle aged,"N",Food,3.0,Evening,Cheap
287,27,M,Senior,"N",Beverages,3.5,Evening,Cheap
288,32,M,Young,"N",Beverages,6.0,Evening,Average
289,53,F,Senior,"N",Beverages,3.0,Evening,Cheap
290,50,M,Senior,"N",Beverages,2.5,Evening,Cheap
293,41,M,Senior,"N",Beverages,8.5,Evening,Expensive
293,63,M,Senior,"N",Add-ons,0.8,Evening,Cheap
293,78,M,Senior,"N",Food,4.5,Evening,Average
294,61,M,Senior,"N",Beverages,4.75,Morning,Average
295,26,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
299,49,F,Young,"N",Beverages,6.0,Evening,Average
299,1,F,Young,"N",Whole Bean/Teas,18.0,Evening,Expensive
302,22,F,Senior,"N",Beverages,4.0,Evening,Cheap
306,47,F,Middle aged,"N",Beverages,6.0,Morning,Average
308,70,F,Middle aged,"N",Food,3.25,Evening,Cheap
309,55,N,Young,"N",Beverages,4.0,Evening,Cheap
310,46,N,Young,"N",Beverages,5.0,Evening,Average
312,37,M,Middle aged,"N",Beverages,6.0,Evening,Average
312,65,M,Middle aged,"N",Add-ons,1.6,Evening,Cheap
317,47,F,Senior,"N",Beverages,3.0,Evening,Cheap
318,49,M,Senior,"N",Beverages,6.0,Evening,Average
319,29,F,Young,"N",Beverages,2.5,Evening,Cheap
320,27,N,Young,"N",Beverages,7.0,Evening,Average
320,75,N,Young,"N",Food,3.5,Evening,Cheap
322,22,M,Senior,"N",Beverages,2.0,Evening,Cheap
323,60,N,Young,"N",Beverages,3.75,Evening,Cheap
324,24,F,Senior,"N",Beverages,6.0,Evening,Average
326,31,M,Senior,"N",Beverages,4.4,Morning,Average
327,25,F,Young,"N",Beverages,4.4,Evening,Average
331,28,F,Senior,"N",Beverages,4.0,Evening,Cheap
333,23,F,Young,"N",Beverages,5.0,Evening,Average
334,28,M,Senior,"N",Beverages,2.0,Evening,Cheap
335,36,M,Young,"N",Beverages,7.5,Evening,Average
336,42,F,Senior,"N",Beverages,5.0,Evening,Average
337,48,F,Senior,"N",Beverages,5.0,Evening,Average
339,48,M,Young,"N",Beverages,5.0,Evening,Average
340,54,N,Young,"N",Beverages,5.0,Evening,Average
340,73,N,Young,"N",Food,3.75,Evening,Cheap
341,45,F,Senior,"N",Beverages,3.0,Evening,Cheap
342,61,N,Young,"N",Beverages,9.5,Evening,Expensive
342,76,N,Young,"N",Food,3.5,Evening,Cheap
351,49,F,Senior,"N",Beverages,6.0,Evening,Average
355,46,M,Senior,"N",Beverages,5.0,Evening,Average
356,25,N,Young,"N",Beverages,4.4,Morning,Average
357,54,F,Middle aged,"N",Beverages,2.5,Evening,Cheap
363,32,M,Middle aged,"N",Beverages,6.0,Evening,Average
364,47,N,Young,"N",Beverages,3.0,Evening,Cheap
364,74,N,Young,"N",Food,3.5,Evening,Cheap
365,82,F,Middle aged,"N",Merchandise,12.0,Evening,Expensive
367,40,M,Young,"N",Beverages,7.5,Evening,Average
367,84,M,Young,"N",Add-ons,0.8,Evening,Cheap
373,87,N,Young,"N",Beverages,3.0,Evening,Cheap
376,58,N,Young,"N",Beverages,7.0,Evening,Average
377,54,F,Senior,"N",Beverages,5.0,Evening,Average
377,76,F,Senior,"N",Food,3.5,Evening,Cheap
379,33,M,Senior,"N",Beverages,7.0,Evening,Average
380,32,F,Senior,"N",Beverages,3.0,Evening,Cheap
381,27,F,Middle aged,"N",Beverages,3.5,Evening,Cheap
382,49,F,Middle aged,"N",Beverages,3.0,Evening,Cheap
388,45,F,Young,"N",Beverages,6.0,Evening,Average
391,57,F,Senior,"N",Beverages,6.2,Evening,Average
396,24,M,Young,"N",Beverages,3.0,Evening,Cheap
396,16,M,Young,"N",Whole Bean/Teas,8.95,Evening,Expensive
400,38,F,Middle aged,"N",Beverages,7.5,Evening,Average
400,64,F,Middle aged,"N",Add-ons,1.6,Evening,Cheap
400,71,F,Middle aged,"N",Food,3.75,Evening,Cheap
403,28,M,Middle aged,"N",Beverages,2.0,Evening,Cheap
403,78,M,Middle aged,"N",Food,4.5,Evening,Average
404,29,M,Senior,"N",Beverages,2.5,Evening,Cheap
407,47,F,Senior,"N",Beverages,3.0,Evening,Cheap
408,56,N,Young,"N",Beverages,2.55,Evening,Cheap
408,70,N,Young,"N",Food,3.25,Evening,Cheap
409,73,F,Senior,"N",Food,3.75,Evening,Cheap
410,39,F,Middle aged,"N",Beverages,8.5,Evening,Expensive
411,30,F,Senior,"N",Beverages,6.0,Evening,Average
412,40,F,Senior,"N",Beverages,7.5,Evening,Average
412,63,F,Senior,"N",Add-ons,1.6,Evening,Cheap
413,87,M,Young,"N",Beverages,3.0,Evening,Cheap
417,36,F,Young,"N",Beverages,3.75,Evening,Cheap
418,28,F,Young,"N",Beverages,2.0,Evening,Cheap
423,33,F,Senior,"N",Beverages,7.0,Morning,Average
423,77,F,Senior,"N",Food,3.0,Morning,Cheap
424,29,M,Senior,"N",Beverages,2.5,Evening,Cheap
425,58,M,Middle aged,"N",Beverages,3.5,Evening,Cheap
426,58,M,Senior,"N",Beverages,7.0,Evening,Average
427,33,F,Senior,"N",Beverages,7.0,Evening,Average
428,87,F,Senior,"N",Beverages,3.0,Evening,Cheap
432,56,M,Young,"N",Beverages,2.55,Evening,Cheap
434,34,N,Young,"N",Beverages,2.45,Evening,Cheap
435,33,F,Middle aged,"N",Beverages,7.0,Evening,Average
435,78,F,Middle aged,"N",Food,4.5,Evening,Average
437,56,F,Senior,"N",Beverages,5.1,Evening,Average
440,23,F,Middle aged,"N",Beverages,5.0,Evening,Average
445,53,M,Young,"N",Beverages,3.0,Evening,Cheap
446,32,M,Senior,"N",Beverages,3.0,Evening,Cheap
447,51,F,Middle aged,"N",Beverages,6.0,Evening,Average
448,77,N,Young,"N",Food,3.0,Evening,Cheap
449,59,M,Young,"N",Beverages,9.0,Evening,Expensive
450,43,M,Senior,"N",Beverages,3.0,Evening,Cheap
450,71,M,Senior,"N",Food,3.75,Evening,Cheap
452,57,F,Senior,"N",Beverages,6.2,Evening,Average
452,19,F,Senior,"N",Whole Bean/Teas,6.4,Evening,Average
1,59,F,Middle aged,"N",Beverages,9.0,Morning,Expensive
2,57,F,Senior,"N",Beverages,3.1,Morning,Cheap
3,7,M,Young,"N",Whole Bean/Teas,19.75,Morning,Expensive
4,30,N,Middle aged,"N",Beverages,6.0,Morning,Average
10,61,N,Young,"N",Beverages,9.5,Morning,Expensive
13,59,N,Middle aged,"N",Beverages,9.0,Morning,Expensive
14,72,F,Senior,"N",Food,3.25,Morning,Cheap
15,54,F,Middle aged,"N",Beverages,2.5,Morning,Cheap
16,52,M,Senior,"N",Beverages,2.5,Morning,Cheap
17,36,N,Senior,"N",Beverages,7.5,Morning,Average
18,47,F,Senior,"N",Beverages,6.0,Morning,Average
21,29,M,Middle aged,"N",Beverages,5.0,Morning,Average
27,58,F,Young,"N",Beverages,3.5,Morning,Cheap
28,36,M,Senior,"N",Beverages,3.75,Morning,Cheap
29,12,F,Young,"N",Whole Bean/Teas,8.95,Morning,Expensive
31,28,M,Middle aged,"N",Beverages,4.0,Morning,Cheap
33,44,F,Senior,"N",Beverages,5.0,Morning,Average
34,23,N,Senior,"N",Beverages,2.5,Morning,Cheap
35,84,M,Senior,"N",Add-ons,1.6,Morning,Cheap
40,79,F,Senior,"N",Food,3.75,Morning,Cheap
43,31,F,Senior,"N",Beverages,4.4,Morning,Average
49,36,M,Middle aged,"N",Beverages,7.5,Morning,Average
50,60,F,Middle aged,"N",Beverages,7.5,Morning,Average
60,84,M,Senior,"N",Add-ons,1.6,Morning,Cheap
60,39,M,Senior,"N",Beverages,4.25,Morning,Average
62,31,N,Young,"N",Beverages,4.4,Morning,Average
64,52,F,Young,"N",Beverages,5.0,Morning,Average
65,77,F,Middle aged,"N",Food,3.0,Morning,Cheap
66,76,M,Middle aged,"N",Food,3.5,Morning,Cheap
67,74,M,Senior,"N",Food,3.5,Morning,Cheap
74,58,F,Senior,"N",Beverages,7.0,Morning,Average
78,71,M,Middle aged,"N",Food,3.75,Morning,Cheap
80,31,M,Young,"N",Beverages,4.4,Morning,Average
81,69,F,Senior,"N",Food,3.25,Morning,Cheap
85,31,F,Senior,"N",Beverages,2.2,Morning,Cheap
86,60,F,Middle aged,"N",Beverages,7.5,Morning,Average
87,72,M,Senior,"N",Food,3.25,Morning,Cheap
88,60,F,Middle aged,"N",Beverages,3.75,Morning,Cheap
91,56,M,Middle aged,"N",Beverages,5.1,Morning,Average
93,65,F,Middle aged,"N",Add-ons,1.6,Morning,Cheap
93,74,F,Middle aged,"N",Food,3.5,Morning,Cheap
93,39,F,Middle aged,"N",Beverages,4.25,Morning,Average
100,32,F,Senior,"N",Beverages,6.0,Morning,Average
109,63,F,Senior,"N",Add-ons,0.8,Morning,Cheap
109,37,F,Senior,"N",Beverages,3.0,Morning,Cheap
110,22,F,Senior,"N",Beverages,2.0,Morning,Cheap
124,75,M,Young,"N",Food,3.5,Morning,Cheap
125,79,F,Middle aged,"N",Food,3.75,Morning,Cheap
129,34,F,Middle aged,"N",Beverages,2.45,Morning,Cheap
131,59,F,Senior,"N",Beverages,9.0,Morning,Expensive
134,24,M,Senior,"N",Beverages,6.0,Morning,Average
141,69,M,Middle aged,"N",Food,3.25,Morning,Cheap
144,54,M,Senior,"N",Beverages,2.5,Morning,Cheap
151,75,M,Middle aged,"N",Food,3.5,Morning,Cheap
152,42,M,Middle aged,"N",Beverages,5.0,Morning,Average
158,71,M,Senior,"N",Food,3.75,Morning,Cheap
159,63,M,Middle aged,"N",Add-ons,1.6,Morning,Cheap
162,28,N,Middle aged,"N",Beverages,4.0,Morning,Cheap
168,46,M,Senior,"N",Beverages,2.5,Morning,Cheap
170,42,F,Senior,"N",Beverages,5.0,Morning,Average
171,31,F,Senior,"N",Beverages,4.4,Morning,Average
177,69,F,Senior,"N",Food,3.25,Morning,Cheap
184,26,N,Middle aged,"N",Beverages,6.0,Morning,Average
186,84,M,Senior,"N",Add-ons,1.6,Morning,Cheap
186,41,M,Senior,"N",Beverages,8.5,Morning,Expensive
190,84,F,Middle aged,"N",Add-ons,1.6,Morning,Cheap
190,40,F,Middle aged,"N",Beverages,7.5,Morning,Average
194,50,M,Senior,"N",Beverages,5.0,Morning,Average
197,14,N,Young,"N",Whole Bean/Teas,8.95,Morning,Expensive
198,52,M,Young,"N",Beverages,5.0,Morning,Average
201,50,N,Middle aged,"N",Beverages,2.5,Morning,Cheap
211,63,F,Senior,"N",Add-ons,1.6,Morning,Cheap
211,39,F,Senior,"N",Beverages,8.5,Morning,Expensive
211,4,F,Senior,"N",Whole Bean/Teas,20.45,Morning,Expensive
216,63,M,Middle aged,"N",Add-ons,0.8,Morning,Cheap
218,51,F,Senior,"N",Beverages,3.0,Morning,Cheap
